Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-08 01:19,1,Fortnite,37030,136708,8008
2018-10-08 01:19,2,League of Legends,24024,63098,1937
2018-10-08 01:19,3,Just Chatting,0,44532,472
2018-10-08 01:19,4,World of Warcraft,19783,29448,810
2018-10-08 01:19,5,Hearthstone,42033,26120,155
2018-10-08 01:19,6,Tom Clancy's Rainbow Six: Siege,46562,19032,996
2018-10-08 01:19,7,Dota 2,32887,16813,345
2018-10-08 01:19,8,Super Mario Party,68947,16019,60
2018-10-08 01:19,9,Dead by Daylight,52693,15952,688
2018-10-08 01:19,10,Assassin's Creed Odyssey,68771,15676,503
2018-10-08 01:19,11,Overwatch,48190,14842,1176
2018-10-08 01:19,12,Counter-Strike: Global Offensive,36113,13297,591
2018-10-08 01:19,13,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,12418,1012
2018-10-08 01:19,14,Magic: The Gathering,68425,11235,176
2018-10-08 01:19,15,Dragon Quest XI,47818,10417,44
2018-10-08 01:19,16,Destiny 2,52647,9723,998
2018-10-08 01:19,17,Minecraft,30475,9472,266
2018-10-08 01:19,18,The Conjuring House,56807,9339,17
2018-10-08 01:19,19,Scary Tales,49790,9057,2
2018-10-08 01:19,20,Old School RuneScape,45837,8869,129
2018-10-08 01:19,21,Grand Theft Auto V,36765,8597,328
2018-10-08 01:19,22,Music & Performing Arts,29887,8523,212
2018-10-08 01:19,23,NBA 2K19,68872,7042,498
2018-10-08 01:19,24,Wrestling,0,6607,6
2018-10-08 01:19,25,Casino,0,6449,29
