Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-08 09:19,1,League of Legends,24024,99479,1877
2018-10-08 09:19,2,Fortnite,37030,82623,5898
2018-10-08 09:19,3,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,77546,1628
2018-10-08 09:19,4,Just Chatting,0,60371,532
2018-10-08 09:19,5,Dota 2,32887,36542,654
2018-10-08 09:19,6,Counter-Strike: Global Offensive,36113,35006,778
2018-10-08 09:19,7,Assassin's Creed Odyssey,68771,31798,650
2018-10-08 09:19,8,BombTag,66442,28474,1
2018-10-08 09:19,9,Hearthstone,42033,28296,226
2018-10-08 09:19,10,World of Warcraft,19783,26905,801
2018-10-08 09:19,11,FIFA 19,68608,26559,422
2018-10-08 09:19,12,Casino,0,24778,48
2018-10-08 09:19,13,Overwatch,48190,22273,912
2018-10-08 09:19,14,Magic: The Gathering,68425,19697,158
2018-10-08 09:19,15,Dead by Daylight,52693,18042,484
2018-10-08 09:19,16,Heroes of the Storm,36739,13836,162
2018-10-08 09:19,17,Destiny 2,52647,11479,482
2018-10-08 09:19,18,Pathfinder: Kingmaker,60263,10685,42
2018-10-08 09:19,19,Mega Man 11,63036,10008,52
2018-10-08 09:19,20,Battlerite Royale,69841,9431,107
2018-10-08 09:19,21,Grand Theft Auto V,36765,8984,306
2018-10-08 09:19,22,Talk Shows & Podcasts,0,8933,104
2018-10-08 09:19,23,Old School RuneScape,45837,7730,91
2018-10-08 09:19,24,Path of Exile,32562,7114,174
2018-10-08 09:19,25,Tom Clancy's Rainbow Six: Siege,46562,6090,687
