Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-10 08:19,1,League of Legends,24024,410365,1405
2018-10-10 08:19,2,Fortnite,37030,126372,4671
2018-10-10 08:19,3,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,50508,1402
2018-10-10 08:19,4,Counter-Strike: Global Offensive,36113,36754,675
2018-10-10 08:19,5,Hearthstone,42033,31543,201
2018-10-10 08:19,6,Just Chatting,0,31425,487
2018-10-10 08:19,7,Dota 2,32887,29797,610
2018-10-10 08:19,8,Casino,0,28509,47
2018-10-10 08:19,9,World of Warcraft,19783,24933,822
2018-10-10 08:19,10,Overwatch,48190,19955,925
2018-10-10 08:19,11,Assassin's Creed Odyssey,68771,16435,429
2018-10-10 08:19,12,Dead by Daylight,52693,15538,436
2018-10-10 08:19,13,FIFA 19,68608,12433,315
2018-10-10 08:19,14,Magic: The Gathering,68425,11098,145
2018-10-10 08:19,15,Battlerite Royale,69841,10460,106
2018-10-10 08:19,16,Talk Shows & Podcasts,0,10458,88
2018-10-10 08:19,17,Games + Demos,38690,10325,41
2018-10-10 08:19,18,Old School RuneScape,45837,9868,85
2018-10-10 08:19,19,Soccer,12955,9168,1
2018-10-10 08:19,20,Tom Clancy's Rainbow Six: Siege,46562,8121,582
2018-10-10 08:19,21,Destiny 2,52647,7814,468
2018-10-10 08:19,22,Path of Exile,32562,6719,186
2018-10-10 08:19,23,Pathfinder: Kingmaker,60263,5977,28
2018-10-10 08:19,24,Overkill's The Walking Dead,47379,5903,59
2018-10-10 08:19,25,Grand Theft Auto V,36765,5615,213
