Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-05 14:19,1,Fortnite,37030,290170,12192
2018-10-05 14:19,2,League of Legends,24024,110462,2771
2018-10-05 14:19,3,Just Chatting,0,106415,735
2018-10-05 14:19,4,World of Warcraft,19783,73867,1566
2018-10-05 14:19,5,Assassin's Creed Odyssey,68771,69968,1152
2018-10-05 14:19,6,FIFA 19,68608,54071,962
2018-10-05 14:19,7,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,39512,1963
2018-10-05 14:19,8,Counter-Strike: Global Offensive,36113,39454,1625
2018-10-05 14:19,9,Dota 2,32887,37090,919
2018-10-05 14:19,10,Rocket League,34407,35090,373
2018-10-05 14:19,11,Hearthstone,42033,29117,269
2018-10-05 14:19,12,Grand Theft Auto V,36765,27682,678
2018-10-05 14:19,13,Overwatch,48190,27327,1403
2018-10-05 14:19,14,Casino,0,26554,77
2018-10-05 14:19,15,Ring Of Elysium,67377,21385,297
2018-10-05 14:19,16,Dead by Daylight,52693,17923,858
2018-10-05 14:19,17,Super Mario Party,68947,15699,184
2018-10-05 14:19,18,Magic: The Gathering,68425,11593,194
2018-10-05 14:19,19,Destiny 2,52647,11291,995
2018-10-05 14:19,20,CrossCode,52463,10971,28
2018-10-05 14:19,21,Battlerite Royale,69841,8991,172
2018-10-05 14:19,22,Tom Clancy's Rainbow Six: Siege,46562,8562,937
2018-10-05 14:19,23,Music & Performing Arts,29887,8463,309
2018-10-05 14:19,24,Path of Exile,32562,8327,246
2018-10-05 14:19,25,StarCraft II,0,7982,115
