Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-07 02:19,1,League of Legends,24024,270679,1859
2018-10-07 02:19,2,Fortnite,37030,103947,9754
2018-10-07 02:19,3,Assassin's Creed Odyssey,68771,60490,556
2018-10-07 02:19,4,Just Chatting,0,37211,479
2018-10-07 02:19,5,Hearthstone,42033,36321,148
2018-10-07 02:19,6,World of Warcraft,19783,19401,892
2018-10-07 02:19,7,Overwatch,48190,16849,1213
2018-10-07 02:19,8,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,14956,1261
2018-10-07 02:19,9,Dead by Daylight,52693,14795,685
2018-10-07 02:19,10,Grand Theft Auto V,36765,14112,325
2018-10-07 02:19,11,Super Mario Party,68947,13388,63
2018-10-07 02:19,12,Dota 2,32887,12768,414
2018-10-07 02:19,13,Super Mario Maker,0,12317,17
2018-10-07 02:19,14,Counter-Strike: Global Offensive,36113,12097,655
2018-10-07 02:19,15,Destiny 2,52647,11472,1065
2018-10-07 02:19,16,Tom Clancy's Rainbow Six: Siege,46562,8405,963
2018-10-07 02:19,17,Life Is Strange 2,59609,7432,15
2018-10-07 02:19,18,ASMR,0,7059,40
2018-10-07 02:19,19,Talk Shows & Podcasts,0,6132,98
2018-10-07 02:19,20,FIFA 19,68608,6028,216
2018-10-07 02:19,21,Magic: The Gathering,68425,6003,133
2018-10-07 02:19,22,Wreckfest,43835,5780,5
2018-10-07 02:19,23,Battlerite Royale,69841,5565,59
2018-10-07 02:19,24,Casino,0,5397,30
2018-10-07 02:19,25,Path of Exile,32562,4949,151
