Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-11 15:19,1,Fortnite,37030,154730,11184
2018-10-11 15:19,2,League of Legends,24024,142074,2844
2018-10-11 15:19,3,Call of Duty: Black Ops 4,66897,106482,695
2018-10-11 15:19,4,Dota 2,32887,101451,876
2018-10-11 15:19,5,FIFA 19,68608,90643,1103
2018-10-11 15:19,6,Just Chatting,0,81699,722
2018-10-11 15:19,7,World of Warcraft,19783,76509,2958
2018-10-11 15:19,8,Hearthstone,42033,68341,248
2018-10-11 15:19,9,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,50227,1834
2018-10-11 15:19,10,Garry's Mod,20617,50137,40
2018-10-11 15:19,11,Casino,0,39933,77
2018-10-11 15:19,12,Overwatch,48190,33276,1732
2018-10-11 15:19,13,Grand Theft Auto V,36765,31677,724
2018-10-11 15:19,14,Counter-Strike: Global Offensive,36113,31487,1641
2018-10-11 15:19,15,Dead by Daylight,52693,28433,802
2018-10-11 15:19,16,Assassin's Creed Odyssey,68771,27888,728
2018-10-11 15:19,17,Tom Clancy's Rainbow Six: Siege,46562,23584,1224
2018-10-11 15:19,18,For Honor,49967,17218,109
2018-10-11 15:19,19,Magic: The Gathering,68425,15501,218
2018-10-11 15:19,20,Destiny 2,52647,15045,890
2018-10-11 15:19,21,Pathfinder: Kingmaker,60263,13691,50
2018-10-11 15:19,22,NBA 2K19,68872,13043,333
2018-10-11 15:19,23,The Witcher 3: Wild Hunt,41484,12795,114
2018-10-11 15:19,24,Chess,48309,11709,20
2018-10-11 15:19,25,Talk Shows & Podcasts,0,11475,158
