Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-08 00:19,1,Fortnite,37030,149372,8237
2018-10-08 00:19,2,League of Legends,24024,66228,2120
2018-10-08 00:19,3,Just Chatting,0,47680,532
2018-10-08 00:19,4,Assassin's Creed Odyssey,68771,38727,579
2018-10-08 00:19,5,World of Warcraft,19783,38095,1061
2018-10-08 00:19,6,Casino,0,27833,31
2018-10-08 00:19,7,Overwatch,48190,24385,1410
2018-10-08 00:19,8,Hearthstone,42033,22441,126
2018-10-08 00:19,9,Dead by Daylight,52693,22163,806
2018-10-08 00:19,10,Counter-Strike: Global Offensive,36113,19691,708
2018-10-08 00:19,11,Dota 2,32887,16394,382
2018-10-08 00:19,12,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,14794,1084
2018-10-08 00:19,13,Magic: The Gathering,68425,13756,204
2018-10-08 00:19,14,Old School RuneScape,45837,13567,148
2018-10-08 00:19,15,Grand Theft Auto V,36765,12622,337
2018-10-08 00:19,16,Tom Clancy's Rainbow Six: Siege,46562,12229,1203
2018-10-08 00:19,17,Super Mario Party,68947,12145,81
2018-10-08 00:19,18,Destiny 2,52647,10790,1191
2018-10-08 00:19,19,Dragon Quest XI,47818,10157,47
2018-10-08 00:19,20,Minecraft,30475,9254,302
2018-10-08 00:19,21,FIFA 19,68608,8943,243
2018-10-08 00:19,22,The Ultimate Haunted House,17914,7762,2
2018-10-08 00:19,23,Music & Performing Arts,29887,7700,224
2018-10-08 00:19,24,NBA 2K19,68872,7498,590
2018-10-08 00:19,25,Wrestling,0,6740,7
