Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-05 06:19,1,League of Legends,24024,64622,1225
2018-10-05 06:19,2,Fortnite,37030,64404,3923
2018-10-05 06:19,3,Dota 2,32887,42481,522
2018-10-05 06:19,4,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,41069,984
2018-10-05 06:19,5,Hearthstone,42033,33035,156
2018-10-05 06:19,6,Assassin's Creed Odyssey,68771,29525,378
2018-10-05 06:19,7,World of Warcraft,19783,25373,601
2018-10-05 06:19,8,StarCraft,13062,21121,29
2018-10-05 06:19,9,Just Chatting,0,17540,349
2018-10-05 06:19,10,Casino,0,16357,42
2018-10-05 06:19,11,FIFA 19,68608,15982,500
2018-10-05 06:19,12,Overwatch,48190,15080,604
2018-10-05 06:19,13,Counter-Strike: Global Offensive,36113,11766,513
2018-10-05 06:19,14,Magic: The Gathering,68425,11208,114
2018-10-05 06:19,15,Dead by Daylight,52693,9959,352
2018-10-05 06:19,16,Quake Champions,54210,7470,24
2018-10-05 06:19,17,Super Mario Party,68947,7443,57
2018-10-05 06:19,18,Battlerite Royale,69841,7305,102
2018-10-05 06:19,19,Music & Performing Arts,29887,6513,194
2018-10-05 06:19,20,Always On,0,6191,19
2018-10-05 06:19,21,Destiny 2,52647,6008,415
2018-10-05 06:19,22,Grand Theft Auto V,36765,5888,198
2018-10-05 06:19,23,MapleStory 2,48529,5439,62
2018-10-05 06:19,24,Path of Exile,32562,5285,151
2018-10-05 06:19,25,Marvel vs. Capcom Infinite,57211,4719,1
