Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-10 14:19,1,Fortnite,37030,249173,11209
2018-10-10 14:19,2,League of Legends,24024,163977,2780
2018-10-10 14:19,3,Dota 2,32887,127565,900
2018-10-10 14:19,4,Just Chatting,0,101877,749
2018-10-10 14:19,5,Counter-Strike: Global Offensive,36113,86922,1620
2018-10-10 14:19,6,World of Warcraft,19783,55097,2954
2018-10-10 14:19,7,FIFA 19,68608,53460,747
2018-10-10 14:19,8,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,50980,1826
2018-10-10 14:19,9,Overwatch,48190,49303,1710
2018-10-10 14:19,10,Grand Theft Auto V,36765,41308,620
2018-10-10 14:19,11,Casino,0,38846,71
2018-10-10 14:19,12,Star Citizen,40011,29560,105
2018-10-10 14:19,13,Hearthstone,42033,26989,284
2018-10-10 14:19,14,Assassin's Creed Odyssey,68771,26553,756
2018-10-10 14:19,15,Talk Shows & Podcasts,0,23237,153
2018-10-10 14:19,16,Magic: The Gathering,68425,20749,201
2018-10-10 14:19,17,Dead by Daylight,52693,17294,789
2018-10-10 14:19,18,Tom Clancy's Rainbow Six: Siege,46562,13669,1078
2018-10-10 14:19,19,Always On,0,13451,18
2018-10-10 14:19,20,Warcraft III: The Frozen Throne,14073,13361,54
2018-10-10 14:19,21,Destiny 2,52647,13073,956
2018-10-10 14:19,22,MapleStory 2,48529,12889,585
2018-10-10 14:19,23,NBA 2K19,68872,11423,302
2018-10-10 14:19,24,Old School RuneScape,45837,10641,145
2018-10-10 14:19,25,Euro Truck Simulator 2,40197,10333,166
