Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-11 11:19,1,Fortnite,37030,146086,7587
2018-10-11 11:19,2,League of Legends,24024,110156,2228
2018-10-11 11:19,3,Call of Duty: Black Ops 4,66897,97994,418
2018-10-11 11:19,4,Just Chatting,0,92396,668
2018-10-11 11:19,5,Dota 2,32887,70196,759
2018-10-11 11:19,6,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,55760,1647
2018-10-11 11:19,7,World of Warcraft,19783,40453,1061
2018-10-11 11:19,8,Hearthstone,42033,40180,285
2018-10-11 11:19,9,FIFA 19,68608,36036,515
2018-10-11 11:19,10,Assassin's Creed Odyssey,68771,33037,556
2018-10-11 11:19,11,Dead by Daylight,52693,26012,626
2018-10-11 11:19,12,Overwatch,48190,21263,1233
2018-10-11 11:19,13,Casino,0,20376,60
2018-10-11 11:19,14,Counter-Strike: Global Offensive,36113,19837,1009
2018-10-11 11:19,15,Green Hell,68570,17484,17
2018-10-11 11:19,16,Grand Theft Auto V,36765,15330,376
2018-10-11 11:19,17,NBA 2K19,68872,14959,207
2018-10-11 11:19,18,Magic: The Gathering,68425,13674,170
2018-10-11 11:19,19,Destiny 2,52647,12706,576
2018-10-11 11:19,20,Pathfinder: Kingmaker,60263,12690,35
2018-10-11 11:19,21,CrossCode,52463,10020,12
2018-10-11 11:19,22,Tom Clancy's Rainbow Six: Siege,46562,9808,790
2018-10-11 11:19,23,Overkill's The Walking Dead,47379,9438,49
2018-10-11 11:19,24,Battlerite Royale,69841,9236,117
2018-10-11 11:19,25,Escape From Tarkov,53106,8937,150
