Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-05 00:19,1,Fortnite,37030,174232,10511
2018-10-05 00:19,2,League of Legends,24024,63181,2154
2018-10-05 00:19,3,Assassin's Creed Odyssey,68771,41480,350
2018-10-05 00:19,4,Just Chatting,0,41018,457
2018-10-05 00:19,5,Casino,0,28149,25
2018-10-05 00:19,6,Dungeons & Dragons,0,27358,51
2018-10-05 00:19,7,World of Warcraft,19783,26399,1639
2018-10-05 00:19,8,Hearthstone,42033,26048,149
2018-10-05 00:19,9,Overwatch,48190,25602,1360
2018-10-05 00:19,10,Grand Theft Auto V,36765,18320,363
2018-10-05 00:19,11,Visage,56806,18096,49
2018-10-05 00:19,12,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,17785,1125
2018-10-05 00:19,13,Magic: The Gathering,68425,16296,210
2018-10-05 00:19,14,Counter-Strike: Global Offensive,36113,15230,726
2018-10-05 00:19,15,Dota 2,32887,15012,346
2018-10-05 00:19,16,Dead by Daylight,52693,13740,737
2018-10-05 00:19,17,Destiny 2,52647,12207,1211
2018-10-05 00:19,18,Music & Performing Arts,29887,11199,252
2018-10-05 00:19,19,Pathfinder: Kingmaker,60263,10585,58
2018-10-05 00:19,20,Talk Shows & Podcasts,0,10432,86
2018-10-05 00:19,21,Tom Clancy's Rainbow Six: Siege,46562,10099,986
2018-10-05 00:19,22,Always On,0,9884,19
2018-10-05 00:19,23,FIFA 19,68608,6592,272
2018-10-05 00:19,24,Super Mario Party,68947,6564,77
2018-10-05 00:19,25,Marvel vs. Capcom Infinite,57211,5889,1
