Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-07 07:19,1,League of Legends,24024,313243,1568
2018-10-07 07:19,2,Dota 2,32887,89066,620
2018-10-07 07:19,3,Fortnite,37030,82857,6735
2018-10-07 07:19,4,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,62947,1386
2018-10-07 07:19,5,Hearthstone,42033,53263,173
2018-10-07 07:19,6,Assassin's Creed Odyssey,68771,47774,614
2018-10-07 07:19,7,Just Chatting,0,42210,485
2018-10-07 07:19,8,Counter-Strike: Global Offensive,36113,31794,871
2018-10-07 07:19,9,Casino,0,30051,40
2018-10-07 07:19,10,World of Warcraft,19783,24337,906
2018-10-07 07:19,11,FIFA 19,68608,22069,478
2018-10-07 07:19,12,Overwatch,48190,21607,804
2018-10-07 07:19,13,Dead by Daylight,52693,18574,473
2018-10-07 07:19,14,Heroes of the Storm,36739,15754,140
2018-10-07 07:19,15,Art,0,12783,157
2018-10-07 07:19,16,Old School RuneScape,45837,12146,94
2018-10-07 07:19,17,Talk Shows & Podcasts,0,11084,96
2018-10-07 07:19,18,Quake Champions,54210,10902,29
2018-10-07 07:19,19,StarCraft II,0,10417,83
2018-10-07 07:19,20,Tom Clancy's Rainbow Six: Siege,46562,8951,592
2018-10-07 07:19,21,Grand Theft Auto V,36765,8185,301
2018-10-07 07:19,22,Path of Exile,32562,7316,201
2018-10-07 07:19,23,Magic: The Gathering,68425,7266,120
2018-10-07 07:19,24,Battlerite Royale,69841,6834,84
2018-10-07 07:19,25,Destiny 2,52647,5876,517
