Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-07 05:19,1,League of Legends,24024,303588,1449
2018-10-07 05:19,2,Fortnite,37030,103308,6699
2018-10-07 05:19,3,Dota 2,32887,50972,527
2018-10-07 05:19,4,Assassin's Creed Odyssey,68771,47407,546
2018-10-07 05:19,5,Hearthstone,42033,41973,162
2018-10-07 05:19,6,Just Chatting,0,33294,384
2018-10-07 05:19,7,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,28875,1147
2018-10-07 05:19,8,Counter-Strike: Global Offensive,36113,28866,639
2018-10-07 05:19,9,World of Warcraft,19783,22546,824
2018-10-07 05:19,10,Dead by Daylight,52693,14517,466
2018-10-07 05:19,11,Overwatch,48190,13933,792
2018-10-07 05:19,12,Mega Man 11,63036,12776,34
2018-10-07 05:19,13,Casino,0,12194,38
2018-10-07 05:19,14,FIFA 19,68608,11455,330
2018-10-07 05:19,15,Super Mario Party,68947,10912,31
2018-10-07 05:19,16,Tom Clancy's Rainbow Six: Siege,46562,10814,606
2018-10-07 05:19,17,Old School RuneScape,45837,10754,79
2018-10-07 05:19,18,Art,0,9147,147
2018-10-07 05:19,19,Heroes of the Storm,36739,8477,142
2018-10-07 05:19,20,Talk Shows & Podcasts,0,7942,87
2018-10-07 05:19,21,Path of Exile,32562,7923,177
2018-10-07 05:19,22,Quake Champions,54210,7703,35
2018-10-07 05:19,23,Grand Theft Auto V,36765,6376,304
2018-10-07 05:19,24,Battlerite Royale,69841,5854,75
2018-10-07 05:19,25,Destiny 2,52647,5675,597
