Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-06 12:19,1,Fortnite,37030,187297,14893
2018-10-06 12:19,2,League of Legends,24024,159854,2671
2018-10-06 12:19,3,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,64932,2018
2018-10-06 12:19,4,Just Chatting,0,56282,671
2018-10-06 12:19,5,Counter-Strike: Global Offensive,36113,55992,1366
2018-10-06 12:19,6,Assassin's Creed Odyssey,68771,55171,986
2018-10-06 12:19,7,World of Warcraft,19783,43096,1300
2018-10-06 12:19,8,FIFA 19,68608,39295,702
2018-10-06 12:19,9,Dota 2,32887,39152,893
2018-10-06 12:19,10,StarCraft II,0,35469,114
2018-10-06 12:19,11,Hearthstone,42033,33599,277
2018-10-06 12:19,12,Special Events,0,31188,33
2018-10-06 12:19,13,Mega Man 11,63036,25379,81
2018-10-06 12:19,14,Dead by Daylight,52693,24364,746
2018-10-06 12:19,15,Magic: The Gathering,68425,23290,170
2018-10-06 12:19,16,Casino,0,18817,51
2018-10-06 12:19,17,Overwatch,48190,18697,1350
2018-10-06 12:19,18,Grand Theft Auto V,36765,15784,576
2018-10-06 12:19,19,Battlerite Royale,69841,13890,152
2018-10-06 12:19,20,Destiny 2,52647,13815,915
2018-10-06 12:19,21,Heroes of the Storm,36739,13240,226
2018-10-06 12:19,22,Tom Clancy's Rainbow Six: Siege,46562,12432,1244
2018-10-06 12:19,23,Quake Champions,54210,11128,49
2018-10-06 12:19,24,Super Mario Maker,0,10728,23
2018-10-06 12:19,25,Path of Exile,32562,9694,215
