Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-05 15:19,1,Fortnite,37030,322470,13798
2018-10-05 15:19,2,League of Legends,24024,98586,2921
2018-10-05 15:19,3,Assassin's Creed Odyssey,68771,86559,1208
2018-10-05 15:19,4,World of Warcraft,19783,83932,1789
2018-10-05 15:19,5,FIFA 19,68608,57788,1069
2018-10-05 15:19,6,Just Chatting,0,48332,777
2018-10-05 15:19,7,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,44014,2034
2018-10-05 15:19,8,Dota 2,32887,41464,929
2018-10-05 15:19,9,Dead by Daylight,52693,41181,904
2018-10-05 15:19,10,Rocket League,34407,38777,440
2018-10-05 15:19,11,Counter-Strike: Global Offensive,36113,31327,1751
2018-10-05 15:19,12,Overwatch,48190,29999,1491
2018-10-05 15:19,13,Grand Theft Auto V,36765,28058,798
2018-10-05 15:19,14,Euro Truck Simulator 2,40197,26504,169
2018-10-05 15:19,15,Ring Of Elysium,67377,25900,357
2018-10-05 15:19,16,Deliver Us The Moon,52325,22759,7
2018-10-05 15:19,17,Super Mario Party,68947,21458,199
2018-10-05 15:19,18,Casino,0,18812,78
2018-10-05 15:19,19,Hearthstone,42033,17946,270
2018-10-05 15:19,20,CrossCode,52463,13601,23
2018-10-05 15:19,21,Arma 3,35383,12186,179
2018-10-05 15:19,22,Destiny 2,52647,11825,1144
2018-10-05 15:19,23,Magic: The Gathering,68425,11600,211
2018-10-05 15:19,24,Tom Clancy's Rainbow Six: Siege,46562,10345,1377
2018-10-05 15:19,25,Path of Exile,32562,9274,274
