Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-08 18:19,1,Fortnite,37030,250763,15461
2018-10-08 18:19,2,League of Legends,24024,128588,2596
2018-10-08 18:19,3,World of Warcraft,19783,57401,1364
2018-10-08 18:19,4,Dota 2,32887,49217,622
2018-10-08 18:19,5,Just Chatting,0,42651,629
2018-10-08 18:19,6,Assassin's Creed Odyssey,68771,41553,775
2018-10-08 18:19,7,Tom Clancy's Rainbow Six: Siege,46562,40567,1267
2018-10-08 18:19,8,FIFA 19,68608,39677,656
2018-10-08 18:19,9,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,31413,1472
2018-10-08 18:19,10,Hearthstone,42033,30220,227
2018-10-08 18:19,11,Grand Theft Auto V,36765,28933,608
2018-10-08 18:19,12,Counter-Strike: Global Offensive,36113,27877,1245
2018-10-08 18:19,13,Overwatch,48190,27724,1480
2018-10-08 18:19,14,Casino,0,20718,69
2018-10-08 18:19,15,Art,0,19015,322
2018-10-08 18:19,16,Magic: The Gathering,68425,17982,247
2018-10-08 18:19,17,Destiny 2,52647,15066,1149
2018-10-08 18:19,18,Old School RuneScape,45837,13836,165
2018-10-08 18:19,19,Dead by Daylight,52693,12644,785
2018-10-08 18:19,20,The Binding of Isaac: Afterbirth,0,12181,37
2018-10-08 18:19,21,Warcraft III: The Frozen Throne,14073,8401,27
2018-10-08 18:19,22,Forza Horizon 4,68909,8130,351
2018-10-08 18:19,23,Path of Exile,32562,7673,174
2018-10-08 18:19,24,Heroes of the Storm,36739,7667,188
2018-10-08 18:19,25,Poker,0,7211,98
