Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-08 05:19,1,Fortnite,37030,86856,3848
2018-10-08 05:19,2,League of Legends,24024,69073,1269
2018-10-08 05:19,3,Just Chatting,0,38663,349
2018-10-08 05:19,4,Hearthstone,42033,27391,161
2018-10-08 05:19,5,Assassin's Creed Odyssey,68771,26639,417
2018-10-08 05:19,6,World of Warcraft,19783,22848,610
2018-10-08 05:19,7,Dota 2,32887,22676,439
2018-10-08 05:19,8,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,21735,918
2018-10-08 05:19,9,Counter-Strike: Global Offensive,36113,19732,449
2018-10-08 05:19,10,Casino,0,13628,38
2018-10-08 05:19,11,Super Mario Party,68947,12473,20
2018-10-08 05:19,12,Overwatch,48190,12318,638
2018-10-08 05:19,13,Tom Clancy's Rainbow Six: Siege,46562,11429,462
2018-10-08 05:19,14,S.T.A.L.K.E.R.: Shadow of Chernobyl,11725,10206,5
2018-10-08 05:19,15,Dead by Daylight,52693,10037,371
2018-10-08 05:19,16,Music & Performing Arts,29887,8900,201
2018-10-08 05:19,17,Minecraft,30475,7546,178
2018-10-08 05:19,18,Battlerite Royale,69841,7401,66
2018-10-08 05:19,19,FIFA 19,68608,7125,222
2018-10-08 05:19,20,Destiny 2,52647,6981,471
2018-10-08 05:19,21,Dungeon Hunter Champions,67953,5483,2
2018-10-08 05:19,22,Path of Exile,32562,5256,128
2018-10-08 05:19,23,Talk Shows & Podcasts,0,4964,66
2018-10-08 05:19,24,Sea of Thieves,49966,4486,42
2018-10-08 05:19,25,Art,0,4426,166
