Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-10 19:19,1,Fortnite,37030,174270,15330
2018-10-10 19:19,2,League of Legends,24024,132725,2378
2018-10-10 19:19,3,Counter-Strike: Global Offensive,36113,56329,1120
2018-10-10 19:19,4,Just Chatting,0,48209,563
2018-10-10 19:19,5,World of Warcraft,19783,41092,1207
2018-10-10 19:19,6,FIFA 19,68608,39704,521
2018-10-10 19:19,7,Dota 2,32887,39576,492
2018-10-10 19:19,8,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,29912,1324
2018-10-10 19:19,9,Dead by Daylight,52693,29288,751
2018-10-10 19:19,10,Assassin's Creed Odyssey,68771,27868,624
2018-10-10 19:19,11,Warcraft III: The Frozen Throne,14073,27648,33
2018-10-10 19:19,12,Overwatch,48190,25406,1701
2018-10-10 19:19,13,Hearthstone,42033,23205,201
2018-10-10 19:19,14,Grand Theft Auto V,36765,21690,490
2018-10-10 19:19,15,Tom Clancy's Rainbow Six: Siege,46562,18933,1186
2018-10-10 19:19,16,Magic: The Gathering,68425,16384,223
2018-10-10 19:19,17,Destiny 2,52647,15686,1182
2018-10-10 19:19,18,Casino,0,15035,53
2018-10-10 19:19,19,Always On,0,13636,18
2018-10-10 19:19,20,Star Citizen,40011,13121,60
2018-10-10 19:19,21,MapleStory 2,48529,10428,751
2018-10-10 19:19,22,StarCraft II,0,9852,82
2018-10-10 19:19,23,Old School RuneScape,45837,9062,163
2018-10-10 19:19,24,Dragon Quest XI,47818,6956,56
2018-10-10 19:19,25,Call of Duty: Black Ops III,48754,6768,310
