Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-09 19:42,1,Fortnite,37030,180982,15720
2018-10-09 19:42,2,League of Legends,24024,97406,2285
2018-10-09 19:42,3,Assassin's Creed Odyssey,68771,64808,662
2018-10-09 19:42,4,World of Warcraft,19783,45044,1313
2018-10-09 19:42,5,Counter-Strike: Global Offensive,36113,37784,1083
2018-10-09 19:42,6,Just Chatting,0,35524,603
2018-10-09 19:42,7,Overwatch,48190,33866,2311
2018-10-09 19:42,8,Dota 2,32887,29217,441
2018-10-09 19:42,9,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,26701,1210
2018-10-09 19:42,10,Rocket League,34407,23700,416
2018-10-09 19:42,11,Magic: The Gathering,68425,23224,227
2018-10-09 19:42,12,FIFA 19,68608,22692,468
2018-10-09 19:42,13,Destiny 2,52647,18579,1517
2018-10-09 19:42,14,Grand Theft Auto V,36765,18074,492
2018-10-09 19:42,15,Casino,0,17498,49
2018-10-09 19:42,16,Hearthstone,42033,16218,180
2018-10-09 19:42,17,Always On,0,16015,19
2018-10-09 19:42,18,Warcraft III: The Frozen Throne,14073,15308,31
2018-10-09 19:42,19,Dead by Daylight,52693,13412,659
2018-10-09 19:42,20,Tom Clancy's Rainbow Six: Siege,46562,12164,1281
2018-10-09 19:42,21,For Honor,49967,10590,70
2018-10-09 19:42,22,The Binding of Isaac: Afterbirth,0,7952,24
2018-10-09 19:42,23,Art,0,7828,301
2018-10-09 19:42,24,NBA 2K19,68872,7681,484
2018-10-09 19:42,25,Dungeons & Dragons,0,7382,59
