Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-09 05:19,1,Fortnite,37030,83083,3509
2018-10-09 05:19,2,League of Legends,24024,68824,1240
2018-10-09 05:19,3,Just Chatting,0,41831,403
2018-10-09 05:19,4,Dota 2,32887,27950,425
2018-10-09 05:19,5,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,27495,968
2018-10-09 05:19,6,Counter-Strike: Global Offensive,36113,26109,470
2018-10-09 05:19,7,Assassin's Creed Odyssey,68771,25744,400
2018-10-09 05:19,8,Hearthstone,42033,25036,168
2018-10-09 05:19,9,World of Warcraft,19783,21149,545
2018-10-09 05:19,10,Casino,0,17180,39
2018-10-09 05:19,11,Overwatch,48190,15615,631
2018-10-09 05:19,12,Music & Performing Arts,29887,10665,206
2018-10-09 05:19,13,Dead by Daylight,52693,10100,420
2018-10-09 05:19,14,Magic: The Gathering,68425,8055,109
2018-10-09 05:19,15,Soulcalibur III,9855,7330,1
2018-10-09 05:19,16,FIFA 19,68608,7287,258
2018-10-09 05:19,17,Always On,0,7157,18
2018-10-09 05:19,18,Crazy Arcade,57299,6867,2
2018-10-09 05:19,19,Tom Clancy's Rainbow Six: Siege,46562,6421,452
2018-10-09 05:19,20,NBA 2K19,68872,6338,140
2018-10-09 05:19,21,Perception,52444,6117,1
2018-10-09 05:19,22,Destiny 2,52647,5928,432
2018-10-09 05:19,23,Grand Theft Auto V,36765,5727,201
2018-10-09 05:19,24,Battlerite Royale,69841,5642,75
2018-10-09 05:19,25,Talk Shows & Podcasts,0,5184,71
