Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-07 01:19,1,League of Legends,24024,260739,1993
2018-10-07 01:19,2,Fortnite,37030,166378,11019
2018-10-07 01:19,3,Just Chatting,0,146390,541
2018-10-07 01:19,4,Assassin's Creed Odyssey,68771,61025,599
2018-10-07 01:19,5,EA Sports UFC 3,63209,39674,46
2018-10-07 01:19,6,Hearthstone,42033,32873,138
2018-10-07 01:19,7,World of Warcraft,19783,29321,927
2018-10-07 01:19,8,Overwatch,48190,18955,1381
2018-10-07 01:19,9,Dead by Daylight,52693,18238,759
2018-10-07 01:19,10,Counter-Strike: Global Offensive,36113,17377,731
2018-10-07 01:19,11,Super Mario Party,68947,13961,85
2018-10-07 01:19,12,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,12975,1185
2018-10-07 01:19,13,Destiny 2,52647,12847,1222
2018-10-07 01:19,14,Super Mario Maker,0,12800,23
2018-10-07 01:19,15,Dota 2,32887,11668,354
2018-10-07 01:19,16,Grand Theft Auto V,36765,10196,348
2018-10-07 01:19,17,Tom Clancy's Rainbow Six: Siege,46562,9173,1101
2018-10-07 01:19,18,Magic: The Gathering,68425,9159,162
2018-10-07 01:19,19,Art,0,8689,197
2018-10-07 01:19,20,Life Is Strange 2,59609,7378,15
2018-10-07 01:19,21,FIFA 19,68608,7347,203
2018-10-07 01:19,22,Games + Demos,38690,7343,34
2018-10-07 01:19,23,Battlerite Royale,69841,6177,60
2018-10-07 01:19,24,Talk Shows & Podcasts,0,5871,120
2018-10-07 01:19,25,Wreckfest,43835,5636,7
