Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-06 11:19,1,Fortnite,37030,173652,13257
2018-10-06 11:19,2,League of Legends,24024,145056,2505
2018-10-06 11:19,3,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,63680,2030
2018-10-06 11:19,4,Assassin's Creed Odyssey,68771,55607,934
2018-10-06 11:19,5,Just Chatting,0,53981,623
2018-10-06 11:19,6,Dota 2,32887,49483,849
2018-10-06 11:19,7,World of Warcraft,19783,41910,1226
2018-10-06 11:19,8,Hearthstone,42033,41293,267
2018-10-06 11:19,9,Counter-Strike: Global Offensive,36113,40680,1306
2018-10-06 11:19,10,FIFA 19,68608,29880,760
2018-10-06 11:19,11,Special Events,0,26491,23
2018-10-06 11:19,12,StarCraft,13062,25235,37
2018-10-06 11:19,13,Dead by Daylight,52693,24530,668
2018-10-06 11:19,14,Mega Man 11,63036,23657,87
2018-10-06 11:19,15,Magic: The Gathering,68425,18774,159
2018-10-06 11:19,16,Overwatch,48190,16756,1209
2018-10-06 11:19,17,Casino,0,15470,44
2018-10-06 11:19,18,Tom Clancy's Rainbow Six: Siege,46562,14617,1233
2018-10-06 11:19,19,Quake Champions,54210,12730,38
2018-10-06 11:19,20,Destiny 2,52647,12721,828
2018-10-06 11:19,21,Grand Theft Auto V,36765,12217,501
2018-10-06 11:19,22,Art,0,11436,241
2018-10-06 11:19,23,Battlerite Royale,69841,10517,145
2018-10-06 11:19,24,Path of Exile,32562,9521,225
2018-10-06 11:19,25,StarCraft II,0,9251,104
