Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-05 07:19,1,Fortnite,37030,78530,4323
2018-10-05 07:19,2,League of Legends,24024,76365,1418
2018-10-05 07:19,3,Dota 2,32887,52782,547
2018-10-05 07:19,4,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,47834,1046
2018-10-05 07:19,5,Hearthstone,42033,41891,177
2018-10-05 07:19,6,World of Warcraft,19783,28477,640
2018-10-05 07:19,7,FIFA 19,68608,26889,529
2018-10-05 07:19,8,Just Chatting,0,24425,404
2018-10-05 07:19,9,Casino,0,21776,40
2018-10-05 07:19,10,Assassin's Creed Odyssey,68771,19118,408
2018-10-05 07:19,11,StarCraft,13062,18625,29
2018-10-05 07:19,12,Overwatch,48190,15546,690
2018-10-05 07:19,13,Counter-Strike: Global Offensive,36113,15421,596
2018-10-05 07:19,14,Dead by Daylight,52693,13370,348
2018-10-05 07:19,15,Magic: The Gathering,68425,10317,123
2018-10-05 07:19,16,Talk Shows & Podcasts,0,9159,79
2018-10-05 07:19,17,StarCraft II,0,8296,83
2018-10-05 07:19,18,Quake Champions,54210,7934,17
2018-10-05 07:19,19,Super Mario Party,68947,7928,54
2018-10-05 07:19,20,Destiny 2,52647,6085,399
2018-10-05 07:19,21,Path of Exile,32562,5806,160
2018-10-05 07:19,22,Always On,0,5591,19
2018-10-05 07:19,23,Music & Performing Arts,29887,5306,198
2018-10-05 07:19,24,MapleStory 2,48529,4733,60
2018-10-05 07:19,25,Grand Theft Auto V,36765,4499,214
