Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-09 06:19,1,Fortnite,37030,81703,3433
2018-10-09 06:19,2,League of Legends,24024,70236,1300
2018-10-09 06:19,3,Just Chatting,0,47941,412
2018-10-09 06:19,4,Counter-Strike: Global Offensive,36113,42504,501
2018-10-09 06:19,5,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,35851,1051
2018-10-09 06:19,6,Hearthstone,42033,35194,179
2018-10-09 06:19,7,Dota 2,32887,30580,460
2018-10-09 06:19,8,World of Warcraft,19783,22128,572
2018-10-09 06:19,9,Assassin's Creed Odyssey,68771,21860,430
2018-10-09 06:19,10,Casino,0,16992,41
2018-10-09 06:19,11,Overwatch,48190,15208,637
2018-10-09 06:19,12,Dead by Daylight,52693,14003,396
2018-10-09 06:19,13,Magic: The Gathering,68425,10923,119
2018-10-09 06:19,14,FIFA 19,68608,8796,250
2018-10-09 06:19,15,Always On,0,6715,18
2018-10-09 06:19,16,Music & Performing Arts,29887,6625,206
2018-10-09 06:19,17,Soulcalibur III,9855,6573,1
2018-10-09 06:19,18,Heroes of the Storm,36739,5855,141
2018-10-09 06:19,19,Destiny 2,52647,5786,395
2018-10-09 06:19,20,Perception,52444,5660,2
2018-10-09 06:19,21,Battlerite Royale,69841,5657,74
2018-10-09 06:19,22,Old School RuneScape,45837,5372,80
2018-10-09 06:19,23,Slay the Spire,59383,5332,17
2018-10-09 06:19,24,Path of Exile,32562,5221,154
2018-10-09 06:19,25,Crazy Arcade,57299,5083,1
