Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-05 10:19,1,League of Legends,24024,114195,2229
2018-10-05 10:19,2,Fortnite,37030,113451,7500
2018-10-05 10:19,3,Just Chatting,0,47781,558
2018-10-05 10:19,4,Dota 2,32887,45447,741
2018-10-05 10:19,5,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,41552,1844
2018-10-05 10:19,6,FIFA 19,68608,38888,799
2018-10-05 10:19,7,World of Warcraft,19783,32814,978
2018-10-05 10:19,8,Counter-Strike: Global Offensive,36113,31118,1030
2018-10-05 10:19,9,Minecraft,30475,30262,294
2018-10-05 10:19,10,Assassin's Creed Odyssey,68771,29979,650
2018-10-05 10:19,11,Hearthstone,42033,25905,256
2018-10-05 10:19,12,Dead by Daylight,52693,21146,568
2018-10-05 10:19,13,Overwatch,48190,19759,1016
2018-10-05 10:19,14,Casino,0,17894,51
2018-10-05 10:19,15,Mega Man 11,63036,17390,86
2018-10-05 10:19,16,Pathfinder: Kingmaker,60263,13831,51
2018-10-05 10:19,17,Destiny 2,52647,12691,637
2018-10-05 10:19,18,Grand Theft Auto V,36765,12287,344
2018-10-05 10:19,19,Super Mario Party,68947,12168,87
2018-10-05 10:19,20,Quake Champions,54210,11367,32
2018-10-05 10:19,21,Heroes of the Storm,36739,10065,212
2018-10-05 10:19,22,Tom Clancy's Rainbow Six: Siege,46562,9096,767
2018-10-05 10:19,23,Battlerite Royale,69841,8823,151
2018-10-05 10:19,24,Magic: The Gathering,68425,8598,155
2018-10-05 10:19,25,Path of Exile,32562,8233,230
