Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-05 16:19,1,Fortnite,37030,303691,15264
2018-10-05 16:19,2,League of Legends,24024,95964,3040
2018-10-05 16:19,3,World of Warcraft,19783,85932,1747
2018-10-05 16:19,4,Assassin's Creed Odyssey,68771,75607,1206
2018-10-05 16:19,5,Just Chatting,0,58664,716
2018-10-05 16:19,6,FIFA 19,68608,47595,1154
2018-10-05 16:19,7,Rocket League,34407,43712,485
2018-10-05 16:19,8,Super Mario Party,68947,34431,216
2018-10-05 16:19,9,Counter-Strike: Global Offensive,36113,33804,1832
2018-10-05 16:19,10,Overwatch,48190,32932,1599
2018-10-05 16:19,11,Dota 2,32887,32645,891
2018-10-05 16:19,12,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,32177,2010
2018-10-05 16:19,13,Grand Theft Auto V,36765,31391,812
2018-10-05 16:19,14,Dead by Daylight,52693,28629,950
2018-10-05 16:19,15,Euro Truck Simulator 2,40197,24892,168
2018-10-05 16:19,16,Ring Of Elysium,67377,24765,364
2018-10-05 16:19,17,Deliver Us The Moon,52325,22849,6
2018-10-05 16:19,18,Hearthstone,42033,18115,256
2018-10-05 16:19,19,The Legend of Zelda: Ocarina of Time,12572,16393,30
2018-10-05 16:19,20,Casino,0,15363,74
2018-10-05 16:19,21,Talk Shows & Podcasts,0,13576,183
2018-10-05 16:19,22,Magic: The Gathering,68425,13435,221
2018-10-05 16:19,23,Art,0,13334,358
2018-10-05 16:19,24,Destiny 2,52647,12629,1287
2018-10-05 16:19,25,Tom Clancy's Rainbow Six: Siege,46562,11225,1477
