Timestamp,Game Title,Rank,Display Name,Viewers,Channel Followers,Total Channel Views
2018-10-05 01:19,Fortnite,1,Ninja,56418,11611831,334433864
2018-10-05 01:19,Fortnite,2,Tfue,27604,2902606,39394966
2018-10-05 01:19,Fortnite,3,NICKMERCS,19646,1717243,32851902
2018-10-05 01:19,Fortnite,4,CDNThe3rd,4192,1650591,30871036
2018-10-05 01:19,Fortnite,5,KingRichard,1831,1105146,17699199
2018-10-05 01:19,Fortnite,6,RakanooLive,1406,356684,2888178
2018-10-05 01:19,Fortnite,7,嬌兔,1367,94934,14728412
2018-10-05 01:19,Fortnite,8,Crayator,1359,194649,3737663
2018-10-05 01:19,Fortnite,9,moistcr1tikal,1046,43712,167901
2018-10-05 01:19,Fortnite,10,yamatonjp,1008,81777,7253055
2018-10-05 01:19,League of Legends,1,Nightblue3,7686,2293152,199012901
2018-10-05 01:19,League of Legends,2,travisgafford,2830,37099,1621713
2018-10-05 01:19,League of Legends,3,Wingsofdeath,2625,449893,96781106
2018-10-05 01:19,League of Legends,4,逼比,2381,212605,17533297
2018-10-05 01:19,League of Legends,5,TobiasFate,2078,597113,27179477
2018-10-05 01:19,League of Legends,6,pijack11,2015,16476,391967
2018-10-05 01:19,League of Legends,7,TheHydrogen,1902,72219,2779226
2018-10-05 01:19,League of Legends,8,VaporaDark,1861,67793,75499408
2018-10-05 01:19,League of Legends,9,SirhcEz,1732,509462,57636838
2018-10-05 01:19,League of Legends,10,TrackingThePros,1416,91985,6034509
2018-10-05 01:19,Assassin's Creed Odyssey,1,shroud,19047,4466744,214002101
2018-10-05 01:19,Assassin's Creed Odyssey,2,YoDa,9313,1195279,115555915
2018-10-05 01:19,Assassin's Creed Odyssey,3,쉐리,2539,134971,12500952
2018-10-05 01:19,Assassin's Creed Odyssey,4,Shortyyguy,1223,383694,14068600
2018-10-05 01:19,Assassin's Creed Odyssey,5,Anthony_Kongphan,1041,402494,17543588
2018-10-05 01:19,Assassin's Creed Odyssey,6,칸데르니아,882,14392,2332155
2018-10-05 01:19,Assassin's Creed Odyssey,7,Matimi0,571,308042,5063545
2018-10-05 01:19,Assassin's Creed Odyssey,8,TheHunterWild,420,50612,2048639
2018-10-05 01:19,Assassin's Creed Odyssey,9,Dracon,369,20863,1989914
2018-10-05 01:19,Assassin's Creed Odyssey,10,KTVSKY,317,49709,3277887
2018-10-05 01:19,Just Chatting,1,SkipNhO,5230,607335,32235343
2018-10-05 01:19,Just Chatting,2,JakenbakeLIVE,3406,180456,9135541
2018-10-05 01:19,Just Chatting,3,LaChilenaBelu,3050,194345,1976063
2018-10-05 01:19,Just Chatting,4,ElFedelobo,2123,257201,3772665
2018-10-05 01:19,Just Chatting,5,우정잉,2084,85300,3748254
2018-10-05 01:19,Just Chatting,6,초승달,1548,142507,12934223
2018-10-05 01:19,Just Chatting,7,AriGameplays,1373,766614,6429867
2018-10-05 01:19,Just Chatting,8,Lindsan,873,137342,7220718
2018-10-05 01:19,Just Chatting,9,天菜娘娘,816,121737,5757830
2018-10-05 01:19,Just Chatting,10,pcpTV,784,3648,54371
2018-10-05 01:19,Hearthstone,1,HSdogdog,6986,379506,28786250
2018-10-05 01:19,Hearthstone,2,HearthstonezhTW,4155,59878,7133794
2018-10-05 01:19,Hearthstone,3,PlayHearthstone,3558,686579,107682108
2018-10-05 01:19,Hearthstone,4,uzra,3417,125981,31157836
2018-10-05 01:19,Hearthstone,5,AsmodaiTV,2880,172358,15366509
2018-10-05 01:19,Hearthstone,6,마스카,2859,105122,12109574
