Timestamp,Game Title,Rank,Display Name,Viewers,Channel Followers,Total Channel Views
2018-10-07 04:19,League of Legends,1,Riot Games,133025,3145796,1043594252
2018-10-07 04:19,League of Legends,2,LCK_Korea,25744,176824,41822728
2018-10-07 04:19,League of Legends,3,RiotGamesTurkish,13979,553043,122786665
2018-10-07 04:19,League of Legends,4,OgamingLoL,12311,343143,107331370
2018-10-07 04:19,League of Legends,5,LVPes,11368,309656,73086936
2018-10-07 04:19,League of Legends,6,RiotGamesBrazil,8665,566584,113147358
2018-10-07 04:19,League of Legends,7,SummonersInnLive,8427,413449,99522072
2018-10-07 04:19,League of Legends,8,Nervarien,7978,401828,62455970
2018-10-07 04:19,League of Legends,9,RiotGamesRU,4673,91664,25447704
2018-10-07 04:19,League of Legends,10,lolesportsla,4372,52457,2355501
2018-10-07 04:19,Fortnite,1,Tfue,26854,2944749,40403732
2018-10-07 04:19,Fortnite,2,TSM_Hamlinz,14321,1301089,13749786
2018-10-07 04:19,Fortnite,3,KingRichard,11634,1112494,18079028
2018-10-07 04:19,Fortnite,4,CDNThe3rd,7327,1654466,31109787
2018-10-07 04:19,Fortnite,5,cloakzy,5252,629794,5993935
2018-10-07 04:19,Fortnite,6,Aipha,2582,21486,394680
2018-10-07 04:19,Fortnite,7,SolaryFortnite,1993,479404,23153655
2018-10-07 04:19,Fortnite,8,NokSs68,1230,128113,3562458
2018-10-07 04:19,Fortnite,9,DavidChau,1192,47324,335443
2018-10-07 04:19,Fortnite,10,dellor,1058,96205,847024
2018-10-07 04:19,Assassin's Creed Odyssey,1,shroud,26067,4479361,214817721
2018-10-07 04:19,Assassin's Creed Odyssey,2,AdmiralBahroo,6318,553837,33867646
2018-10-07 04:19,Assassin's Creed Odyssey,3,YoDa,5170,1197685,115897787
2018-10-07 04:19,Assassin's Creed Odyssey,4,홍방장,4512,151865,10476863
2018-10-07 04:19,Assassin's Creed Odyssey,5,BikeMan,1764,236606,13178125
2018-10-07 04:19,Assassin's Creed Odyssey,6,Shortyyguy,1713,384218,14113616
2018-10-07 04:19,Assassin's Creed Odyssey,7,嬌兔,1630,95111,14818220
2018-10-07 04:19,Assassin's Creed Odyssey,8,Anthony_Kongphan,1176,402726,17586652
2018-10-07 04:19,Assassin's Creed Odyssey,9,Lanvirion,749,25216,1215836
2018-10-07 04:19,Assassin's Creed Odyssey,10,KatGunn,629,224936,7171010
2018-10-07 04:19,Dota 2,1,PVPEsports,10141,6495,278443
2018-10-07 04:19,Dota 2,2,AdmiralBulldog,8475,528933,66959497
2018-10-07 04:19,Dota 2,3,dota2mc_ru,6224,120909,11252533
2018-10-07 04:19,Dota 2,4,MineskiTV_TH,4164,40643,1796167
2018-10-07 04:19,Dota 2,5,BeyondTheSummit,1603,709534,368065784
2018-10-07 04:19,Dota 2,6,deco1tv,1314,14450,444895
2018-10-07 04:19,Dota 2,7,masondota2,893,7538,116846
2018-10-07 04:19,Dota 2,8,saddota2tv,842,7041,575220
2018-10-07 04:19,Dota 2,9,XaKoH,764,152966,14974426
2018-10-07 04:19,Dota 2,10,win0001,699,3829,203244
2018-10-07 04:19,Hearthstone,1,nl_Kripp,10203,1187329,203224317
2018-10-07 04:19,Hearthstone,2,PlayHearthstone,7419,687140,107886872
2018-10-07 04:19,Hearthstone,3,HearthstonezhTW,4758,60401,7512826
2018-10-07 04:19,Hearthstone,4,AsmodaiTV,3839,172632,15413115
2018-10-07 04:19,Hearthstone,5,마스카,3722,105399,12161766
2018-10-07 04:19,Hearthstone,6,Starladder_HS_ru,3330,131806,19889673
2018-10-07 04:19,Hearthstone,7,철면수심,1553,111737,9198143
2018-10-07 04:19,Hearthstone,8,ThijsHS,1547,567403,53609690
2018-10-07 04:19,Hearthstone,9,armatvhs,1005,163106,37561398
2018-10-07 04:19,Hearthstone,10,蒼汁,521,4276,264171
2018-10-07 04:19,Just Chatting,1,공혁준,3570,172830,12751757
2018-10-07 04:19,Just Chatting,2,林芙芙,2677,18830,1839211
2018-10-07 04:19,Just Chatting,3,接接,2646,284203,80638724
2018-10-07 04:19,Just Chatting,4,AndyMilonakis,2349,355930,11954040
2018-10-07 04:19,Just Chatting,5,CigaretteSTV,1941,184912,12120241
2018-10-07 04:19,Just Chatting,6,개구몽,1548,149132,7224476
2018-10-07 04:19,Just Chatting,7,Tanxlive,1502,137343,7851277
2018-10-07 04:19,Just Chatting,8,하느르,1324,64673,2237462
2018-10-07 04:19,Just Chatting,9,allkeyshop_tv,1135,10760,13150067
2018-10-07 04:19,Just Chatting,10,햄재희_,942,16062,579185
2018-10-07 04:19,PLAYERUNKNOWN'S BATTLEGROUNDS,1,Ko0416,2496,74681,12727806
2018-10-07 04:19,PLAYERUNKNOWN'S BATTLEGROUNDS,2,P4wnyhof,2432,442350,40218016
2018-10-07 04:19,PLAYERUNKNOWN'S BATTLEGROUNDS,3,殺梗,1545,233170,52420067
2018-10-07 04:19,PLAYERUNKNOWN'S BATTLEGROUNDS,4,치킨쿤,1535,99459,4975164
2018-10-07 04:19,PLAYERUNKNOWN'S BATTLEGROUNDS,5,SVIT_TV,1046,112273,5542531
2018-10-07 04:19,PLAYERUNKNOWN'S BATTLEGROUNDS,6,KTVSKY,746,50012,3307264
2018-10-07 04:19,PLAYERUNKNOWN'S BATTLEGROUNDS,7,MiTHJinNy,720,117346,9733329
2018-10-07 04:19,PLAYERUNKNOWN'S BATTLEGROUNDS,8,chiawei1031tv,608,37684,1229350
2018-10-07 04:19,PLAYERUNKNOWN'S BATTLEGROUNDS,9,Lil_Lexi,563,109279,3774726
2018-10-07 04:19,PLAYERUNKNOWN'S BATTLEGROUNDS,10,미라클티비,506,77471,2142247
