Timestamp,Game Title,Rank,Display Name,Viewers,Channel Followers,Total Channel Views
2018-10-06 21:19,Fortnite,1,Ninja,48816,11643295,336325914
2018-10-06 21:19,Fortnite,2,TSM_Daequan,36104,2646320,30252305
2018-10-06 21:19,Fortnite,3,Aydan,5455,208980,935859
2018-10-06 21:19,Fortnite,4,zEkO,5276,227947,3772768
2018-10-06 21:19,Fortnite,5,Valkyrae,4643,499150,6049908
2018-10-06 21:19,Fortnite,6,Lachlan,3440,215646,609356
2018-10-06 21:19,Fortnite,7,Vivid,2697,159412,1663613
2018-10-06 21:19,Fortnite,8,RakanooLive,2690,358199,2900802
2018-10-06 21:19,Fortnite,9,TipoftheHats,2555,38721,7089347
2018-10-06 21:19,Fortnite,10,NerdOutMusic,2328,26932,1003475
2018-10-06 21:19,League of Legends,1,Froggen,6437,713520,69667244
2018-10-06 21:19,League of Legends,2,sacy,6437,84119,2112741
2018-10-06 21:19,League of Legends,3,Voyboy,5961,1018206,114744285
2018-10-06 21:19,League of Legends,4,Elwind,4906,254787,4843489
2018-10-06 21:19,League of Legends,5,bluefishy1337,4678,11,7163
2018-10-06 21:19,League of Legends,6,Nightblue3,4209,2294427,199132843
2018-10-06 21:19,League of Legends,7,Scarra,2866,692506,66976104
2018-10-06 21:19,League of Legends,8,VaporaDark,2854,67876,75753305
2018-10-06 21:19,League of Legends,9,Solary,2652,231553,42637530
2018-10-06 21:19,League of Legends,10,PandarEUW,2604,20367,303107
2018-10-06 21:19,Assassin's Creed Odyssey,1,shroud,30878,4476670,214618646
2018-10-06 21:19,Assassin's Creed Odyssey,2,풍월량,8509,312355,38815291
2018-10-06 21:19,Assassin's Creed Odyssey,3,AdmiralBahroo,7233,553733,33848278
2018-10-06 21:19,Assassin's Creed Odyssey,4,서새봄냥,5208,304845,25459113
2018-10-06 21:19,Assassin's Creed Odyssey,5,FhaeLin,4703,49909,2537745
2018-10-06 21:19,Assassin's Creed Odyssey,6,MegKaylee,3211,45729,2154105
2018-10-06 21:19,Assassin's Creed Odyssey,7,JoshOG,2430,1474455,57573691
2018-10-06 21:19,Assassin's Creed Odyssey,8,홍방장,2255,151660,10455079
2018-10-06 21:19,Assassin's Creed Odyssey,9,AnneMunition,1719,410555,13344743
2018-10-06 21:19,Assassin's Creed Odyssey,10,Mickalow,1485,361955,4488804
2018-10-06 21:19,World of Warcraft,1,Reckful,19045,780557,100950947
2018-10-06 21:19,World of Warcraft,2,Drjayfisto,2916,54709,5510417
2018-10-06 21:19,World of Warcraft,3,Quin69,1967,345981,38452073
2018-10-06 21:19,World of Warcraft,4,jdotb,1951,55745,6462143
2018-10-06 21:19,World of Warcraft,5,xChocoBars,1645,392506,15794372
2018-10-06 21:19,World of Warcraft,6,jellybeansxz,1038,23838,805787
2018-10-06 21:19,World of Warcraft,7,Sjeletyven1,881,19065,1170511
2018-10-06 21:19,World of Warcraft,8,venruki,872,185371,18497199
2018-10-06 21:19,World of Warcraft,9,AnnieFuchsia,801,156363,12546931
2018-10-06 21:19,World of Warcraft,10,EsfandTV,596,46290,1678435
2018-10-06 21:19,Just Chatting,1,Amouranth,2483,698526,48423087
2018-10-06 21:19,Just Chatting,2,Kandyland,1324,66215,2791751
2018-10-06 21:19,Just Chatting,3,DylanteroLIVE,1196,220479,3423877
2018-10-06 21:19,Just Chatting,4,allkeyshop_tv,1113,10745,13135473
2018-10-06 21:19,Just Chatting,5,minoc,1098,48,3056
2018-10-06 21:19,Just Chatting,6,jammbazi2,1002,3,1464
2018-10-06 21:19,Just Chatting,7,adolf_peka2tv,903,9936,806568
2018-10-06 21:19,Just Chatting,8,Kitboga,897,290789,6944990
2018-10-06 21:19,Just Chatting,9,deadmau5,730,445866,12325781
2018-10-06 21:19,Just Chatting,10,殺梗,683,233159,52416490
2018-10-06 21:19,Dota 2,1,ybicanoooobov,8132,335482,31547416
2018-10-06 21:19,Dota 2,2,GamerStudioTV,5611,85471,16841518
2018-10-06 21:19,Dota 2,3,Draskyl,1887,119401,26879260
2018-10-06 21:19,Dota 2,4,ABFnggshka,1563,69369,3222594
2018-10-06 21:19,Dota 2,5,EternaLEnVyy,1393,207144,21627922
2018-10-06 21:19,Dota 2,6,SexyBamboe,1126,31754,1224250
2018-10-06 21:19,Dota 2,7,JustCooman,1118,10620,465977
2018-10-06 21:19,Dota 2,8,BeyondTheSummit,1111,709518,368046222
2018-10-06 21:19,Dota 2,9,nadcleague,692,1641,14633
2018-10-06 21:19,Dota 2,10,EEGDOTA,533,49412,2153974
2018-10-06 21:19,Overwatch,1,xQcOW,11374,744686,32938888
2018-10-06 21:19,Overwatch,2,Emongg,1350,241252,7725135
2018-10-06 21:19,Overwatch,3,Kephrii,1194,415248,11021287
2018-10-06 21:19,Overwatch,4,agilities,960,75691,1030395
2018-10-06 21:19,Overwatch,5,Fitzyhere,681,83382,2146708
2018-10-06 21:19,Overwatch,6,FRAN,581,158885,4716467
2018-10-06 21:19,Overwatch,7,russianheat,543,3477,30247
2018-10-06 21:19,Overwatch,8,Danteh,502,145030,2466822
2018-10-06 21:19,Overwatch,9,space,494,26067,328781
2018-10-06 21:19,Overwatch,10,LiNkzr,431,56885,1111289
2018-10-06 21:19,Casino,1,pabrowskiy,10495,8,2846
2018-10-06 21:19,Casino,2,High_Roll,6653,336,27259
2018-10-06 21:19,Casino,3,john_casino2,2510,22,1874
2018-10-06 21:19,Casino,4,lowbrat,1916,1569,54226
2018-10-06 21:19,Casino,5,publst,1472,312,14426
2018-10-06 21:19,Casino,6,ludajap_streams,1021,46,849
2018-10-06 21:19,Casino,7,iborna,634,360,19251
2018-10-06 21:19,Casino,8,kadal991,600,3,100
